Robot,Distance [m],Levels,Cargo [kg],Elevation [m],Battery Level,Time of Day [h],Battery Error,Energy [kJ]
R1,75.95,3,5.35,12,0.7079782767586447,16.41,0,6.49989
R1,206.28,3,5.19,12,0.3879677406593367,1.96,0,7.32619
R2,156.31,3,1.51,12,0.7327736641967894,6.01,0,3.87575
R1,80.8,2,2.19,8,0.5748109474699465,20.41,0,2.68412
R1,304.72,2,2.69,8,0.09143758528696488,19.68,0,12.14173
R2,281.45,2,3.79,8,0.9945659508033138,1.55,0,8.88845
R1,164.85,3,1.26,12,0.7353694889384756,18.53,0,5.07533
R1,332.92,4,5.09,16,0.9572610334284685,23.47,0,11.66521
R1,141.72,4,2.95,16,0.42238504965194434,13.21,0,11.45259
R2,261.83,3,0.0,12,0.4835132102326255,20.18,0,4.79705
R2,146.01,3,6.08,12,0.0991729820093954,18.5,0,7.45784
R2,223.89,3,5.45,12,0.6642585576137345,15.48,0,15.0311
R2,81.24,3,9.03,12,0.7883990596469068,11.86,0,6.87336
R2,282.93,3,0.93,12,0.7052961997020729,6.62,0,6.10676
R2,88.51,2,1.82,8,0.5473742433041597,21.22,0,2.52572
R2,211.85,4,1.25,16,0.7916746446216887,2.86,0,5.09357
R2,104.53,1,4.15,4,0.5182458264281056,21.55,0,3.47296
R2,84.71,2,3.9,8,0.546398188074001,10.83,0,5.38564
R1,150.32,4,4.25,16,0.2754785811583711,1.77,0,5.64771
R1,158.57,3,7.28,12,0.28583023650007877,19.27,0,6.23699
R1,291.76,2,1.81,8,0.5398234532721969,5.08,0,8.38476
R1,190.17,1,1.14,4,0.3560635084634999,7.98,0,5.31764
R2,148.58,4,3.76,16,0.5698104721224416,2.26,0,5.08082
R1,221.71,4,0.67,16,0.5216025072090573,15.31,0,16.40439
R2,83.95,3,2.43,12,0.8754478393338554,8.46,0,2.70647
R1,397.57,3,1.3,12,0.5955426311834466,13.67,0,29.154
R1,104.3,3,0.0,12,0.7649044448886465,11.15,0,8.25333
R2,280.45,4,8.12,16,0.7689961348618322,23.55,0,13.31419
R1,80.96,3,0.25,12,0.9964937061858359,4.48,0,2.72322
R2,177.47,4,3.26,16,0.5863561498169789,11.7,0,10.62324
R2,155.82,4,6.15,16,0.5208973230261611,6.18,0,6.73462
R1,155.75,2,4.77,8,0.5276651114033382,16.11,0,12.18939
R1,303.87,5,5.59,20,0.1545361541932878,1.34,0,11.02007
R2,252.54,2,3.72,8,0.710353316326637,14.72,0,14.86134
R1,189.15,1,0.73,4,0.38567647736883004,16.39,0,13.50164
R2,243.05,4,0.0,16,0.6830574600182673,7.71,0,4.67328
R2,110.84,3,0.0,12,0.40509649489321575,1.82,0,2.31111
R2,234.43,2,2.51,8,0.44133274089842345,10.57,0,12.78718
R1,262.36,3,0.7,12,0.6681339287046935,15.77,0,19.28476
R2,378.9,4,3.82,16,0.5412958482726169,19.92,0,11.79698
R2,114.49,3,0.51,12,0.6600604897997697,19.46,0,2.68644
R1,362.7,3,7.03,12,0.19264194187594996,2.74,0,13.18991
R1,61.55,1,0.75,4,0.2519204324227522,20.79,0,1.75632
R2,122.34,2,6.7,8,0.6680377198447802,12.64,0,8.56137
R2,223.71,2,0.42,8,0.8238155385282555,16.62,0,10.65072
R2,107.35,4,7.27,16,0.7956838822597909,13.61,0,8.20945
R2,129.18,1,7.34,4,0.7827556257865371,3.26,0,5.89798
R2,250.8,4,1.85,16,0.8462439166153379,10.49,0,13.55394
R1,61.66,4,1.65,16,0.10632390546324644,10.47,0,5.41827
R1,224.75,2,0.0,8,0.5180722899128714,21.9,0,5.90562
R1,239.75,4,4.3,16,0.6976918752352022,19.77,0,8.48336
R2,172.9,3,5.02,12,0.8502161511690869,17.91,0,6.66005
R1,67.35,3,5.57,12,0.20665951301618601,19.64,0,2.9707
R1,83.35,5,0.96,20,0.4600820546985208,4.14,0,3.40152
R2,66.99,4,3.38,16,0.889853937242483,4.55,0,2.66932
R1,194.67,3,2.23,12,0.3341801571011803,10.06,0,14.67343
R2,229.75,3,3.95,12,0.3904959626092974,3.23,0,7.70795
R1,164.59,4,6.74,16,0.7202093532231331,4.81,0,6.65537
R1,237.07,3,2.38,12,0.487164876146051,2.35,0,7.10066
R1,245.69,2,6.9,8,0.4924302449606862,0.95,0,8.92579
R1,209.09,3,4.21,12,0.5690693953189437,9.1,0,16.46563
R1,83.03,5,1.19,20,0.7102850309998644,6.58,0,3.40249
R1,160.5,1,0.98,4,0.19032775233638788,18.12,0,4.43421
R1,129.76,2,6.47,8,0.5609856259998767,23.86,0,4.93045
R1,193.61,5,7.85,20,0.7580577467652938,16.6,0,16.95331
R2,415.21,3,0.0,12,0.5124685136026947,13.81,0,18.92353
R1,120.78,4,3.45,16,0.1173214991048005,22.44,0,4.45579
R1,160.19,3,1.71,12,0.9601910702095959,3.31,0,4.87681
R2,78.65,4,0.0,16,0.8883592357803757,19.86,0,2.10748
R2,318.78,3,1.32,12,0.3787059637516307,22.0,0,7.169
R1,180.88,3,4.15,12,0.6598759814092857,1.49,0,6.19276
R1,259.69,2,5.47,8,0.9898760508586094,2.99,0,8.72414
R2,289.74,2,2.48,8,0.6649221955958767,2.49,0,7.73995
R1,129.52,5,0.91,20,0.8654955868605767,21.88,0,4.63005
R2,244.32,4,1.25,16,0.5709004683364027,2.6,0,5.71367
R2,391.4,2,4.12,8,0.5381614268736595,11.02,0,23.38137
R2,298.0,4,1.8,16,0.6765657784587967,4.19,0,7.57586
R2,139.16,2,0.35,8,0.7586113247120043,8.81,0,2.94085
R2,148.88,4,4.8,16,0.6018172613131664,0.25,0,5.67133
R2,156.06,2,4.44,8,0.8778949145381073,12.89,0,9.58492
R2,422.8,4,3.62,16,0.691429177029406,18.91,0,13.12708
R2,200.86,5,3.97,20,0.7008383763936098,0.87,0,7.17958
R1,273.92,2,3.56,8,0.7228402008252554,20.43,0,8.41684
R2,208.06,3,3.25,12,0.7640426285282887,23.9,0,6.4253
R1,61.03,3,3.47,12,0.1289005829467541,18.04,0,2.53954
R2,209.94,4,6.0,16,0.8179519684364057,9.83,0,14.25234
R2,375.58,3,0.44,12,0.8650443504630174,5.94,0,7.30315
R2,148.71,5,0.0,20,0.24313997262050435,21.51,0,3.24746
R1,143.75,3,3.47,12,0.6507440836430103,10.71,0,11.38055
R1,65.91,2,0.71,8,0.7006288452796263,13.86,0,5.22969
R2,194.4,2,0.0,8,0.5747376639732098,16.45,0,8.89717
R2,104.86,0,3.08,0,0.7006307368342146,11.82,0,5.81107
R1,341.76,4,1.55,16,0.7444072666019035,17.09,0,10.18598
R1,267.68,2,0.22,8,0.43168742895148215,17.56,0,7.30416
R1,67.35,6,4.8,24,0.48765723871402267,8.43,0,3.57507
R1,138.03,4,0.41,16,0.6305397494040959,0.51,0,4.5702
R1,232.33,4,2.19,16,0.3483400880088051,4.66,0,7.38882
R1,140.46,3,1.3,12,0.4951104710288775,6.01,0,4.54049
R1,146.2,3,2.49,12,0.8598005517737705,6.13,0,4.7849
R2,83.55,5,0.0,20,0.6364285389042892,15.79,0,4.56849
R1,59.08,3,4.78,12,0.9397974910409433,16.98,0,5.39801
R1,145.72,4,4.42,16,0.5769332067046635,4.22,0,5.38276
R2,168.75,5,7.75,20,0.8713697154390275,6.9,0,8.49072
R2,151.71,5,3.92,20,0.515741383434922,10.68,0,9.59709
R1,184.19,3,3.0,12,0.9760508987978324,5.08,0,5.95398
R2,241.0,2,6.68,8,0.4075045570876221,9.24,0,16.88877
R2,183.45,3,3.55,12,0.8905663149063096,10.74,0,10.86014
R1,138.2,1,3.31,4,0.8978784434115594,9.09,0,10.53687
R1,351.61,1,0.0,4,0.5143751947542554,21.23,0,8.84325
R1,124.41,3,1.4,12,0.6488303329404463,6.76,0,3.95064
R2,200.31,4,3.7,16,0.8383993054271178,20.22,0,6.6426
R2,266.48,3,1.22,12,0.7051462277113218,9.52,0,13.18176
R1,254.46,1,5.6,4,0.8887755788456451,18.51,0,8.65031
R2,185.21,3,5.18,12,0.5218151978965551,6.43,0,7.09337
R2,113.1,2,0.0,8,0.8474792551220032,7.36,0,2.25177
R2,245.85,3,3.87,12,0.6019448174994948,22.02,0,7.92972
R2,76.88,2,0.0,8,0.7584577610810256,21.33,0,1.6762
R2,133.12,3,1.13,12,0.21985951969606266,3.97,0,3.33773
R1,278.84,4,6.13,16,0.8119719809706548,6.05,0,10.26545
R1,245.36,1,5.14,4,0.8416984907620404,1.85,0,8.01429
R1,72.11,3,6.7,12,0.6422025167101778,23.75,0,3.16438
R2,116.17,3,0.0,12,0.8203655292854983,5.09,0,2.39248
R2,119.08,2,3.18,8,0.45234841563774364,10.75,0,6.93939
R1,105.48,3,2.86,12,0.9662859946009872,23.71,0,3.79897
R1,370.17,4,6.51,16,0.8045333595517037,15.14,0,30.22739
R1,139.98,2,6.01,8,0.9033782480586228,14.16,0,11.06543
R1,358.57,2,3.99,8,0.9604752027665542,11.84,0,27.58604
R2,183.38,4,4.13,16,0.651450399848504,5.37,0,6.44037
R2,284.52,3,3.17,12,0.21199456173342213,21.25,0,8.30077
R1,296.0,2,0.0,8,0.7869577533604821,4.48,0,7.8047
R1,263.74,4,1.87,16,0.6488874904742461,19.04,0,8.09888
R2,86.2,3,4.59,12,0.42278052066840943,4.73,0,3.30826
R1,137.9,1,0.0,4,0.7902726016065719,23.13,0,3.7651
R2,168.12,4,1.52,16,0.24920885086747024,20.81,0,4.36494
R2,210.21,3,0.0,12,0.6329028158156689,20.86,0,3.97094
R2,128.7,2,6.94,8,0.2251629936815347,17.33,0,5.78566
R1,186.11,4,0.0,16,0.36016748603540727,11.44,0,14.02347
R2,115.76,1,8.03,4,0.4482682095036409,16.46,0,8.63376
R1,100.92,4,3.54,16,0.4405313185021221,16.17,0,8.45853
R2,253.32,3,0.9,12,0.7435652803806417,18.39,0,5.65305
R2,158.58,4,0.0,16,0.6529774203895538,16.41,0,7.65631
R1,101.66,3,4.86,12,0.6058419381610468,0.38,0,4.09082
R2,128.03,3,0.0,12,0.4766495917763499,15.77,0,6.33081
R2,277.42,3,0.44,12,0.6942413321011356,16.28,0,13.22978
R1,323.74,1,0.0,4,0.1522650960990708,12.89,0,22.95253
R1,84.1,3,0.0,12,0.8467050095004052,12.82,0,6.60196
R1,186.78,3,0.72,12,0.9008202125457427,7.37,0,5.46528
R2,112.2,3,5.44,12,0.6332997471113442,22.57,0,4.60887
R2,176.91,4,1.5,16,0.5545424752875571,0.67,0,4.596
R1,144.0,4,3.27,16,0.3527282548737236,9.52,0,11.6724
R2,234.28,4,0.0,16,0.3470025885836062,20.7,0,4.59849
R2,143.77,3,6.8,12,0.564640580093038,22.36,0,6.41713
R2,152.7,2,1.64,8,0.426803921724335,15.0,0,8.05898
R2,160.07,3,0.0,12,0.8892924917185612,17.66,0,3.104
R2,70.77,3,0.0,12,0.8795278841613619,4.04,0,1.82773
R1,165.61,3,1.0,12,0.15226789124988938,20.97,0,5.14978
R2,271.2,3,7.23,12,0.7914529975394304,22.15,0,11.81595
R2,243.84,3,2.41,12,0.8005214324769536,13.17,0,13.37332
R1,120.53,3,3.64,12,0.3714127223160404,15.97,0,9.76758
R1,101.84,5,0.83,20,0.778884011015446,23.52,0,3.90525
R2,77.2,3,1.3,12,0.1471831890129115,9.1,0,4.3372
R2,349.97,2,3.77,8,0.48622207669466,19.21,0,10.66738
R1,152.71,3,6.8,12,0.45201110839584036,22.48,0,5.99428
R2,73.91,3,3.17,12,0.64681781381975,17.86,0,2.49354
R2,387.7,4,0.0,16,0.7697647259154827,14.87,0,17.6575
R1,170.88,1,6.47,4,0.1544555298417668,13.71,0,13.8375
R1,237.08,3,1.93,12,0.4752553604390918,8.55,0,7.12966
R1,224.74,1,5.84,4,0.5702896023245927,2.27,0,7.56662
R1,238.88,4,4.95,16,0.35110233547708547,0.24,0,8.65336
R1,266.29,4,4.56,16,0.9467476560607317,21.08,0,9.18871
R2,169.34,5,1.82,20,0.5883223399695503,23.54,0,4.71667
R1,302.88,2,0.27,8,0.8497235458030736,11.91,0,21.5139
R2,307.14,2,8.15,8,0.6596356578651972,21.91,0,14.46402
R1,85.37,3,3.53,12,0.7600070728910663,12.67,0,6.91148
R2,211.32,1,2.54,4,0.934372388426593,23.53,0,5.69015
R1,198.4,3,1.88,12,0.401397188356972,22.15,0,6.13829
R1,159.26,2,0.68,8,0.5311436024470743,8.69,0,4.46865
R1,160.42,2,6.75,8,0.6700061089452745,20.58,0,5.86913
R1,224.87,3,7.22,12,0.5501610879380263,10.42,0,18.91914
R1,231.08,2,7.74,8,0.9478730518457947,15.91,0,18.97046
R2,180.92,4,1.83,16,0.4275645449225367,16.8,0,9.98514
R2,200.5,4,1.54,16,0.7038739367475824,9.76,0,10.59943
R2,182.69,4,2.43,16,0.7262871796068371,16.97,0,10.28171
R2,144.16,4,5.07,16,0.5448139698184831,23.91,0,5.79021
R2,132.26,2,3.38,8,0.94798910919768,2.77,0,4.1997
R1,315.56,5,1.47,20,0.9823066971861237,20.5,0,9.72242
R1,145.67,1,6.16,4,0.15272100812666067,6.69,0,4.96641
R2,149.02,3,0.0,12,0.23718463229662434,1.0,0,2.91795
R2,76.41,4,6.39,16,0.051151205351638196,8.63,0,4.48985
R1,81.99,3,7.2,12,0.8615387528339391,11.3,0,7.27413
R2,157.52,3,2.99,12,0.3263465945350179,13.74,0,9.07136
R1,124.08,3,3.81,12,0.3896435133977303,16.63,0,10.01835
R2,129.44,3,6.18,12,0.6122538989190801,10.49,0,9.14383
R2,179.73,2,2.13,8,0.37523758360949444,12.18,0,9.75825
R2,191.24,2,2.21,8,0.7757942487218037,17.0,0,10.35509
R2,231.68,2,3.0,8,0.8832223933398926,13.97,0,12.94505
R1,216.43,4,2.72,16,0.5173490221375366,6.42,0,7.16374
R2,355.78,3,2.01,12,0.592063731386685,10.7,0,18.82957
R2,170.5,3,3.33,12,0.5049121014632282,8.1,0,5.23656
R1,143.7,4,3.97,16,0.8780112823706616,0.88,0,5.37344
R1,79.54,4,6.04,16,0.9544422107017534,22.95,0,3.68727
R2,77.5,4,3.1,16,0.577080758777408,13.97,0,5.1511
R2,241.42,2,4.27,8,0.4847475924490878,15.42,0,14.47353
R1,185.02,2,6.67,8,0.5281713154723893,23.48,0,6.76967
R2,231.84,2,1.3,8,0.9297496008407624,18.19,0,5.26563
R2,259.25,4,4.51,16,0.7360151030975133,9.79,0,16.32503
R1,261.1,3,2.54,12,0.599571957008779,0.07,0,7.90259
R2,387.76,1,7.03,4,0.8657674706637952,1.16,0,16.3069
R2,296.83,3,2.24,12,0.49885382133789136,4.75,0,7.67525
R1,272.5,3,0.76,12,0.7969470621085808,22.1,0,7.80242
R2,294.98,4,2.7,16,0.5544161054094003,13.76,0,16.69497
R1,106.71,3,0.0,12,0.9084168279217446,7.02,0,3.37294
R1,143.43,2,5.2,8,0.6759487583461055,21.69,0,5.164
R2,260.25,2,6.55,8,0.8514089914607998,9.7,0,17.74228
R2,140.04,4,0.0,16,0.32377555324138907,0.18,0,2.9946
R1,107.5,3,6.47,12,0.2033594341479058,19.6,0,4.41459
R1,222.33,1,2.89,4,0.6756287148847079,11.44,0,16.69786
R1,212.35,4,4.33,16,0.8256038290244053,1.73,0,7.52813
R2,145.83,2,7.33,8,0.7023019276163297,22.57,0,6.67153
R1,81.04,2,0.0,8,0.772867779068325,18.54,0,2.48962
R1,92.26,3,2.74,12,0.7319823221251647,15.55,0,7.38911
R2,110.1,4,5.47,16,0.5645696884336919,16.72,0,7.86817
R1,142.6,2,4.48,8,0.24407042900605158,14.65,0,11.32504
R1,257.55,2,0.0,8,0.3251813672035745,11.73,0,18.41991
R2,369.1,4,1.25,16,0.6107576265464172,10.23,0,18.15177
R1,164.1,4,5.24,16,0.9796391881311928,11.49,0,13.66039
R1,261.02,2,2.97,8,0.4759184384247873,15.22,0,19.58307
R2,172.0,2,0.34,8,0.7519145809394405,6.17,0,3.32312
R2,135.97,3,1.49,12,0.23508475714326005,16.96,0,7.21495
R2,114.99,4,4.58,16,0.6649275096969469,23.19,0,4.70076
R2,159.2,2,8.42,8,0.5165174779425379,4.4,0,7.78154
R2,76.8,3,1.99,12,0.34087938386431116,20.97,0,2.39266
R2,179.16,3,0.66,12,0.5729121072429875,20.11,0,3.83151
R1,208.56,3,3.21,12,0.5583932547828754,13.21,0,16.19399
R1,193.77,3,2.45,12,0.5557172894691141,16.29,0,14.70856
R1,138.67,2,5.19,8,0.8362986881683431,7.77,0,4.93985
R1,345.98,4,4.1,16,0.5462762233993335,7.62,0,11.24723
R1,215.42,3,2.4,12,0.6852844509414365,7.16,0,6.72177
R1,353.11,3,2.34,12,0.20980678527247476,22.15,0,10.45633
R1,154.75,2,1.74,8,0.288606923110463,11.04,0,11.65088
R1,162.86,3,2.55,12,0.6204275596555823,4.58,0,5.41487
R1,184.04,2,1.33,8,0.9355678159813259,1.05,0,5.39808
R1,115.75,3,4.36,12,0.8187454839641652,23.61,0,4.39865
R2,208.66,3,0.0,12,0.7014588402623132,6.67,0,4.04864
R2,315.67,3,3.83,12,0.30401843867794276,1.92,0,10.13351
R2,221.49,2,0.49,8,0.6115782332776201,0.01,0,4.45916
R1,286.41,3,2.47,12,0.6673028586736213,14.35,0,21.81162
R2,383.44,4,0.63,16,0.5389431725333064,5.17,0,7.79471
R1,264.5,3,3.1,12,0.7259155842691405,11.87,0,20.31792
R1,155.88,1,4.22,4,0.5902482998535135,5.91,0,5.00869
R2,81.33,4,7.5,16,0.4902116561355654,3.77,0,4.18733
R2,79.49,4,0.82,16,0.6525941927718815,22.09,0,2.34021
R2,216.94,4,0.0,16,0.8298435245512801,6.58,0,4.33268
R2,240.32,1,0.31,4,0.7141288498220499,14.11,0,10.94189
R1,134.89,4,4.82,16,0.5860005579184564,11.47,0,11.26006
R1,145.66,2,1.57,8,0.6686776254281568,8.79,0,4.44819
R1,330.36,1,2.02,4,0.40644877323527717,5.34,0,9.36082
R1,75.57,2,0.0,8,0.9529770528578974,8.4,0,2.5131
R1,129.8,3,4.24,12,0.868895050884395,12.43,0,10.36866
R1,155.39,4,3.09,16,0.6287321908506021,9.46,0,12.3899
R2,92.54,3,3.45,12,0.8339667641289071,9.92,0,5.73696
R1,267.36,2,5.36,8,0.9557965260866064,3.79,0,9.18347
R1,93.88,2,8.51,8,0.6026428652179395,12.67,0,8.21357
R1,91.19,4,3.99,16,0.3405572087293549,15.98,0,7.77636
R2,342.31,5,5.45,20,0.7925012180001185,22.82,0,13.21272
R1,218.43,3,1.94,12,0.8143366036060411,1.7,0,6.75136
R2,192.05,3,1.63,12,0.7274220524684083,3.52,0,4.77932
R2,87.31,4,0.63,16,0.7443994794476294,15.73,0,4.67058
R1,358.5,3,0.0,12,0.3783163288258262,5.45,0,9.6412
R1,218.8,5,5.06,20,0.7219149810522302,23.31,0,8.13727
R1,130.54,3,1.34,12,0.14019047448073474,10.95,0,10.2636
R1,144.5,4,5.2,16,0.4306249719298092,23.32,0,5.54842
R2,124.57,3,3.71,12,0.43903779828452105,15.77,0,7.76345
R1,127.99,1,0.68,4,0.3710444750552234,6.55,0,3.62845
R1,141.03,4,4.02,16,0.3709243997074113,9.64,0,11.56048
R1,153.25,5,0.0,20,0.24944624114594327,10.32,0,11.7583
R1,212.17,4,7.4,16,0.4517359848878135,8.95,0,8.32405
R2,233.56,5,1.28,20,0.1778920904692174,13.2,0,12.3772
R1,267.38,4,7.76,16,0.4884753064028239,11.81,0,22.49153
R1,158.57,5,2.93,20,0.9466041462257444,16.64,0,13.13
R1,150.86,4,2.56,16,0.6695229076330977,13.05,0,12.06004
R2,217.59,1,4.35,4,0.7545336860132179,7.52,0,7.31906
R2,210.24,4,2.33,16,0.8916715959075722,16.42,0,11.82163
R2,115.07,2,2.01,8,0.6561513961149821,12.73,0,6.22372
R2,96.38,2,2.88,8,0.4802088116344253,17.03,0,2.82327
R2,281.02,2,3.14,8,0.29292029228161287,15.84,0,16.22773
R1,121.9,0,0.0,0,0.5135725823388669,1.19,0,2.99386
R2,107.6,2,7.98,8,0.341830420884613,8.63,0,5.4133
R2,177.75,5,5.29,20,0.6187975743643593,20.98,0,7.17087
R2,160.15,2,2.35,8,0.8236498877978924,16.54,0,8.90414
R2,122.57,3,2.15,12,0.2876714601979907,15.06,0,6.78084
R2,318.83,3,3.04,12,0.4559914861603245,22.31,0,9.09057
R1,255.12,3,5.38,12,0.9497086249477755,16.33,0,20.23627
R1,63.96,4,2.4,16,0.21360803328594735,23.6,0,2.7534
R1,161.02,3,0.0,12,0.2707596959244649,0.13,0,4.72751
R1,73.09,2,2.45,8,0.7350172249700906,14.48,0,5.73579
R1,69.94,3,1.42,12,0.4157439125260265,17.56,0,2.42747
R2,54.71,4,0.0,16,0.715328115612416,10.25,0,3.26031
R2,164.07,3,0.0,12,0.29626408538428406,21.89,0,3.32118
R2,358.04,1,7.36,4,0.1763718811232401,12.26,0,25.21696
R1,135.74,3,6.37,12,0.4344581106122273,0.65,0,5.41017
R2,221.16,4,2.12,16,0.6266933768755668,21.62,0,6.07939
R2,112.14,2,2.34,8,0.7596571050252083,19.83,0,3.17371
R1,82.65,1,3.06,4,0.6674374949546769,2.59,0,2.67705
R1,218.02,3,5.33,12,0.4921145397530936,17.37,0,7.87546
R1,187.95,2,1.21,8,0.7486005300407058,13.97,0,13.86491
R1,139.76,2,3.64,8,0.8021012584045236,4.97,0,4.72051
R1,301.21,4,0.0,16,0.22721934046324965,0.12,0,8.5986
R1,244.43,2,4.62,8,0.5816556198070683,11.96,0,19.04975
R1,162.71,2,4.11,8,0.6913441771253531,4.42,0,5.62193
R1,146.53,2,3.53,8,0.7067247797089093,15.72,0,11.18728
R1,337.46,1,6.7,4,0.7037680084992941,10.17,0,27.1138
R1,251.32,3,6.89,12,0.37961305823240776,12.38,0,20.64925
R2,210.84,2,1.29,8,0.4908415187205706,17.81,0,4.81446
R1,205.66,5,0.95,20,0.7896268087930002,10.55,0,15.79772
R2,357.24,3,1.87,12,0.3737388942002735,23.68,0,8.88401
R1,131.62,5,0.0,20,0.7389179165710864,19.38,0,4.38072
R1,144.5,3,0.48,12,0.437628926659117,11.84,0,10.94339
R2,215.95,3,5.3,12,0.8558943807993903,3.67,0,8.09019
R1,107.34,2,4.0,8,0.8549169153213863,18.26,0,3.73937
R1,279.31,5,4.57,20,0.7121776722545259,11.91,0,22.28313
R2,76.53,3,3.95,12,0.3803526075710857,5.97,0,2.94578
R2,301.78,3,4.11,12,0.6623246805464976,12.31,0,18.38965
R1,141.63,5,6.82,20,0.36913720942805783,8.33,0,6.06446
R1,83.12,2,6.65,8,0.48968328858680943,19.48,0,3.47158
R1,115.63,3,3.43,12,0.45105503228986943,0.88,0,4.11673
R1,254.15,2,3.07,8,0.20508910279159376,1.99,0,7.76731
R2,269.38,4,5.74,16,0.8459583908888229,0.6,0,10.46236
R2,174.98,4,5.75,16,0.8348050094973811,16.48,0,12.092
R1,168.77,4,4.69,16,0.41629652357632696,19.03,0,6.19493
R1,201.72,3,3.31,12,0.6428728964899273,21.89,0,6.86463
R2,170.42,2,3.91,8,0.5966397545445188,21.04,0,5.53533
R2,113.22,2,6.73,8,0.5656314307701318,8.04,0,5.0423
R2,260.43,3,0.0,12,0.37335152859982745,3.13,0,4.71236
R2,248.48,5,4.96,20,0.4304053085812949,0.62,0,9.30217
R1,196.05,2,1.28,8,0.295312936831564,18.33,0,5.59973
R2,286.05,3,2.14,12,0.48936896161246424,0.94,0,7.39767
R1,155.19,3,0.83,12,0.9163577286611805,23.14,0,4.87447
R1,99.76,2,1.05,8,0.6016003283872294,14.87,0,7.44639
R2,82.06,4,4.55,16,0.5297130192873645,16.8,0,5.65469
R1,175.85,4,2.32,16,0.7565653240014318,19.72,0,6.06704
R2,202.91,2,4.46,8,0.8790795978947848,2.5,0,7.09521
R1,92.4,5,0.0,20,0.2765215270176826,22.17,0,3.46618
R2,54.12,2,8.59,8,0.8362160330873836,11.73,0,4.4711
R1,264.48,4,4.26,16,0.5669110934637331,11.56,0,21.68718
R2,152.55,3,1.45,12,0.7126594976767229,0.89,0,3.88492
R2,76.95,4,1.89,16,0.6880651174805759,0.2,0,2.52513
R2,185.05,1,0.73,4,0.7049701534385082,14.94,0,8.97767
R1,269.49,2,0.0,8,0.7355956854605804,8.47,0,7.03731
R2,257.47,3,4.28,12,0.8322390661722401,14.01,0,15.68124
R1,135.35,3,5.38,12,0.4878807133416536,17.46,0,5.09324
R2,157.54,3,0.0,12,0.5148973692824341,20.34,0,3.09557
R1,244.43,5,1.52,20,0.6120511170423084,18.71,0,7.70961
R1,248.74,2,0.0,8,0.6740084706334395,16.38,0,17.74334
R1,287.58,4,0.0,16,0.326542057087881,17.65,0,8.25363
R2,202.27,3,3.89,12,0.8022536044349305,18.35,0,6.69495
R2,161.02,2,2.23,8,0.8265741240026376,10.88,0,8.82975
R1,373.18,3,0.36,12,0.5355140815352073,15.45,0,26.75774
R2,114.27,3,0.54,12,0.6209104494824431,10.7,0,5.81464
R2,101.42,2,4.93,8,0.956031649699713,2.13,0,3.98521
R1,145.45,4,5.01,16,0.9915315532027013,17.71,0,5.58681
R2,271.75,3,5.92,12,0.4249845750642842,17.66,0,10.87041
R1,132.68,2,2.21,8,0.6056058734761112,4.5,0,4.18795
R2,383.15,4,2.8,16,0.7409887670514943,11.57,0,21.35677
R2,107.53,3,0.83,12,0.8075481252877761,13.82,0,5.6967
R1,329.46,3,6.41,12,0.5859818162424013,1.37,0,11.76785
R1,182.27,4,3.47,16,0.5121704945577334,14.63,0,14.54799
R1,163.26,3,2.45,12,0.9263580625488295,18.14,0,5.37462
R2,260.76,2,2.95,8,0.6230991625569597,6.29,0,7.29742
R2,235.95,2,6.36,8,0.5096974080366006,20.33,0,9.6184
R2,188.63,3,2.45,12,0.8211350891098493,0.07,0,5.37757
R1,135.4,5,0.8,20,0.7393805625833783,4.37,0,4.64133
R1,181.35,1,6.35,4,0.4569637675779561,18.6,0,6.45348
R1,305.91,3,0.0,12,0.5774578953692086,18.88,0,8.2698
R2,69.72,3,2.24,12,0.7802703144811105,4.85,0,2.19858
R2,62.34,2,6.36,8,0.7584424972299351,17.76,0,2.86471
R2,228.12,2,1.55,8,0.6960824933207236,1.87,0,5.38066
R1,244.81,2,0.0,8,0.9642206223687022,14.56,0,17.54719
R2,89.78,4,0.72,16,0.7820954859778815,2.68,0,2.53086
R1,201.04,2,3.96,8,0.4953101888705268,20.99,0,6.7271
R1,124.17,4,5.24,16,0.631549557072761,2.03,0,4.8095
R1,196.24,2,2.63,8,0.3921823314913896,1.99,0,6.04099
R1,221.5,4,5.24,16,0.612457447897188,7.17,0,7.94973
R1,395.36,4,4.51,16,0.3782869839911208,0.04,0,13.2792
R2,215.3,2,1.0,8,0.690794022413579,23.41,0,4.69351
R2,118.14,1,2.94,4,0.7490764446361806,16.7,0,6.69948
R1,114.81,3,1.69,12,0.7232058730393582,7.9,0,3.89777
R2,187.79,3,0.48,12,0.2882611868892926,19.58,0,3.94765
R1,165.34,3,0.0,12,0.20056316892891024,23.79,0,4.82402
R2,168.64,3,3.45,12,0.6253913738994956,13.41,0,10.00685
R1,163.66,3,2.08,12,0.6185824748941129,5.13,0,5.26726
R2,302.89,2,1.49,8,0.3200452128783997,15.08,0,15.21398
R1,199.18,3,1.95,12,0.6497186951671268,12.91,0,14.99556
R2,258.45,1,0.35,4,0.4768611597161012,12.46,0,12.09069
R1,119.64,4,3.3,16,0.4400524893886254,23.79,0,4.43959
R2,139.43,2,5.17,8,0.680403904831332,17.91,0,5.37802
R1,188.6,2,3.34,8,0.6903514782814208,15.44,0,14.44141
R1,73.24,2,8.28,8,0.5585839980078461,13.35,0,6.53943
R2,213.54,5,3.7,20,0.6048524012333739,6.24,0,7.28473
